fecha,temperatura,ley_T,humedad,ley_H,iluminancia,ley_I,oxigeno,ley_O
2025-09-16T14:26:42,37,-,44.32,-,973.78,-,77.51,-
2025-09-16T14:26:42,37,-,44.32,-,973.78,-,77.51,-
2025-09-16T14:26:32,36.58,-,43.06,-,976.08,-,77.92,-
2025-09-16T14:26:32,36.58,-,43.06,-,976.08,-,77.92,-
2025-09-16T14:26:22,36.54,-,43.53,-,978.55,-,77.97,-
2025-09-16T14:26:22,36.54,-,43.53,-,978.55,-,77.97,-
2025-09-16T14:26:12,36.43,-,44.28,-,958.65,-,77.84,-
2025-09-16T14:26:12,36.43,-,44.28,-,958.65,-,77.84,-
2025-09-16T14:26:02,36.56,-,45.43,-,962.93,-,78.11,-
2025-09-16T14:26:02,36.56,-,45.43,-,962.93,-,78.11,-
2025-09-16T14:25:52,36.78,-,45.55,-,956.98,-,78.6,-
2025-09-16T14:25:52,36.78,-,45.55,-,956.98,-,78.6,-
2025-09-16T14:25:42,36.09,-,46.3,-,976.45,-,78.35,-
2025-09-16T14:25:42,36.09,-,46.3,-,976.45,-,78.35,-
2025-09-16T14:25:32,36,-,45.26,-,976.51,-,78.39,-
2025-09-16T14:25:32,36,-,45.26,-,976.51,-,78.39,-
2025-09-16T14:25:22,36,-,43.89,-,987.57,-,78.2,-
2025-09-16T14:25:22,36,-,43.89,-,987.57,-,78.2,-
2025-09-16T14:25:12,36,-,44.74,-,1004.19,-,77.74,-
2025-09-16T14:25:12,36,-,44.74,-,1004.19,-,77.74,-
2025-09-16T14:25:02,36,-,44.78,-,986.8,-,78.24,-
2025-09-16T14:25:02,36,-,44.78,-,986.8,-,78.24,-
2025-09-16T14:24:52,36.12,-,43.62,-,968.83,-,78.12,-
2025-09-16T14:24:52,36.12,-,43.62,-,968.83,-,78.12,-
2025-09-16T14:24:42,36.0,-,43.87,-,962.8,-,77.89,-
2025-09-16T14:24:42,36.0,-,43.87,-,962.8,-,77.89,-
2025-09-16T14:24:32,36,-,45.29,-,944.94,-,77.66,-
2025-09-16T14:24:32,36,-,45.29,-,944.94,-,77.66,-
2025-09-16T14:24:22,36.06,-,46.54,-,946.14,-,77.58,-
2025-09-16T14:24:22,36.06,-,46.54,-,946.14,-,77.58,-
2025-09-16T14:24:12,36,-,46.49,-,926.34,-,77.85,-
2025-09-16T14:24:12,36,-,46.49,-,926.34,-,77.85,-
2025-09-16T14:24:02,36.07,-,46.67,-,941.71,-,78.01,-
2025-09-16T14:24:02,36.07,-,46.67,-,941.71,-,78.01,-
2025-09-16T14:23:52,36.28,-,45.39,-,937.17,-,78.13,-
2025-09-16T14:23:52,36.28,-,45.39,-,937.17,-,78.13,-
2025-09-16T14:23:42,37,-,45.92,-,954.03,-,77.73,-
2025-09-16T14:23:32,36.67,-,44.76,-,960.21,-,77.33,-
2025-09-16T14:23:22,37.0,-,44.14,-,954.75,-,77.26,-
2025-09-16T14:23:12,36.22,-,44.05,-,971.08,-,77.19,-
2025-09-16T14:23:02,36.68,-,44.6,-,959.76,-,77.17,-
2025-09-16T14:22:52,36.29,-,45.8,-,959.85,-,77.27,-
2025-09-16T14:22:42,36.21,-,44.84,-,970.66,-,77.2,-
2025-09-16T14:22:32,36,-,45.62,-,977.48,-,77.29,-
2025-09-16T14:22:22,36,-,45.13,-,972.73,-,77.73,-
2025-09-16T14:22:12,36.09,-,44.13,-,991.08,-,77.75,-
2025-09-16T14:22:02,36.05,-,44.01,-,1006.85,-,78.13,-
2025-09-16T14:21:52,36,-,44.19,-,1012.6,-,78.41,-
2025-09-16T14:21:42,36,-,45.48,-,1005.79,-,78.46,-
2025-09-16T14:21:42,36,-,45.48,-,1005.79,-,78.46,-
2025-09-16T14:21:32,36.32,-,44.62,-,1009.12,-,78.45,-
2025-09-16T14:21:32,36.32,-,44.62,-,1009.12,-,78.45,-
2025-09-16T14:21:22,36.35,-,43.63,-,992.87,-,78.08,-
2025-09-16T14:21:22,36.35,-,43.63,-,992.87,-,78.08,-
2025-09-16T14:21:12,36.38,-,43.99,-,997.38,-,78.23,-
2025-09-16T14:21:12,36.38,-,43.99,-,997.38,-,78.23,-
2025-09-16T14:21:02,36.21,-,44.65,-,1011.03,-,78.26,-
2025-09-16T14:21:02,36.21,-,44.65,-,1011.03,-,78.26,-
2025-09-16T14:20:52,36.0,-,45.24,-,1006.38,-,78.46,-
2025-09-16T14:20:52,36.0,-,45.24,-,1006.38,-,78.46,-
2025-09-16T14:20:42,36.34,-,44.85,-,1025.36,-,78.29,-
2025-09-16T14:20:42,36.34,-,44.85,-,1025.36,-,78.29,-
2025-09-16T14:20:32,37,-,45.73,-,1017.69,-,78.25,-
2025-09-16T14:20:32,37,-,45.73,-,1017.69,-,78.25,-
2025-09-16T14:20:22,36.67,-,45.78,-,1010.98,-,78.32,-
2025-09-16T14:20:22,36.67,-,45.78,-,1010.98,-,78.32,-
2025-09-16T14:20:12,36.88,-,46.96,-,1013.87,-,78.78,-
2025-09-16T14:20:12,36.88,-,46.96,-,1013.87,-,78.78,-
2025-09-16T14:20:02,36.27,-,48.46,-,1032.18,-,79.11,-
2025-09-16T14:20:02,36.27,-,48.46,-,1032.18,-,79.11,-
2025-09-16T14:19:52,36.16,-,47.52,-,1041.92,-,78.64,-
2025-09-16T14:19:52,36.16,-,47.52,-,1041.92,-,78.64,-
2025-09-16T14:19:42,36.58,-,48.01,-,1025.34,-,78.8,-
2025-09-16T14:19:42,36.58,-,48.01,-,1025.34,-,78.8,-
2025-09-16T14:19:32,37,-,49.18,-,1020.39,-,78.93,-
2025-09-16T14:19:32,37,-,49.18,-,1020.39,-,78.93,-
2025-09-16T14:19:22,37,-,50,-,1029.98,-,79.3,-
2025-09-16T14:19:22,37,-,50,-,1029.98,-,79.3,-
2025-09-16T14:19:12,36.84,-,49.23,-,1047.27,-,79.0,-
2025-09-16T14:19:12,36.84,-,49.23,-,1047.27,-,79.0,-
2025-09-16T14:19:02,36.98,-,48.43,-,1053.93,-,78.63,-
2025-09-16T14:19:02,36.98,-,48.43,-,1053.93,-,78.63,-
2025-09-16T14:18:52,36.81,-,49.25,-,1036.97,-,78.53,-
2025-09-16T14:18:52,36.81,-,49.25,-,1036.97,-,78.53,-
2025-09-16T14:18:42,36.39,-,50,-,1034.93,-,78.91,-
2025-09-16T14:18:42,36.39,-,50,-,1034.93,-,78.91,-
2025-09-16T14:18:32,36.27,-,50,-,1033.98,-,79.05,-
2025-09-16T14:18:32,36.27,-,50,-,1033.98,-,79.05,-
2025-09-16T14:18:22,36.67,-,50,-,1045.01,-,78.93,-
2025-09-16T14:18:22,36.67,-,50,-,1045.01,-,78.93,-
2025-09-16T14:18:12,36.17,-,50,-,1027.04,-,78.71,-
2025-09-16T14:18:12,36.17,-,50,-,1027.04,-,78.71,-
2025-09-16T14:18:02,36,-,50,-,1046.62,-,78.51,-
2025-09-16T14:18:02,36,-,50,-,1046.62,-,78.51,-
