fecha,temperatura,ley_T,humedad,ley_H,iluminancia,ley_I,oxigeno,ley_O
2025-09-08T18:50:28,40.62,-,72.09,-,1046.43,-,89.73,-
2025-09-08T18:50:28,40.62,-,72.09,-,1046.43,-,89.73,-
2025-09-08T18:50:18,40.76,-,72.3,-,1055.07,-,89.27,-
2025-09-08T18:50:18,40.76,-,72.3,-,1055.07,-,89.27,-
2025-09-08T18:50:08,40.43,-,73.41,-,1049.9,-,89.16,-
2025-09-08T18:50:08,40.43,-,73.41,-,1049.9,-,89.16,-
2025-09-08T18:49:58,41,-,73.04,-,1048.17,-,89.53,-
2025-09-08T18:49:58,41,-,73.04,-,1048.17,-,89.53,-
2025-09-08T18:49:48,40.94,-,72.77,-,1048.8,-,89.32,-
2025-09-08T18:49:48,40.94,-,72.77,-,1048.8,-,89.32,-
2025-09-08T18:49:38,40.41,-,73.87,-,1028.88,-,89.2,-
2025-09-08T18:49:38,40.41,-,73.87,-,1028.88,-,89.2,-
2025-09-08T18:49:28,40.44,-,73.24,-,1029.13,-,89.12,-
2025-09-08T18:49:28,40.44,-,73.24,-,1029.13,-,89.12,-
2025-09-08T18:49:18,40.57,-,72.77,-,1021.99,-,88.88,-
2025-09-08T18:49:18,40.57,-,72.77,-,1021.99,-,88.88,-
2025-09-08T18:49:08,40.26,-,74.21,-,1007.89,-,89.15,-
2025-09-08T18:49:08,40.26,-,74.21,-,1007.89,-,89.15,-
2025-09-08T18:48:57,40,-,75,-,1020.51,-,89.47,-
2025-09-08T18:48:41,41,-,71.84,-,1030.04,-,89.79,-
2025-09-08T18:48:41,41,-,71.84,-,1030.04,-,89.79,-
2025-09-08T18:48:31,41,-,73.0,-,1013.42,-,89.72,-
2025-09-08T18:48:31,41,-,73.0,-,1013.42,-,89.72,-
2025-09-08T18:48:21,41,-,74.14,-,1030.12,-,89.89,-
2025-09-08T18:48:21,41,-,74.14,-,1030.12,-,89.89,-
2025-09-08T18:48:11,40.82,-,74.08,-,1041.97,-,89.42,-
2025-09-08T18:48:11,40.82,-,74.08,-,1041.97,-,89.42,-
2025-09-08T18:48:01,40.82,-,72.93,-,1050.21,-,89.83,-
2025-09-08T18:48:01,40.82,-,72.93,-,1050.21,-,89.83,-
2025-09-08T18:47:51,40.49,-,74.34,-,1037.9,-,90.31,-
2025-09-08T18:47:51,40.49,-,74.34,-,1037.9,-,90.31,-
2025-09-08T18:47:41,40,-,73.8,-,1036.2,-,89.88,-
2025-09-08T18:47:41,40,-,73.8,-,1036.2,-,89.88,-
2025-09-08T18:47:31,40,-,74.51,-,1031.34,-,89.68,-
2025-09-08T18:47:31,40,-,74.51,-,1031.34,-,89.68,-
2025-09-08T18:47:21,40,-,75,-,1044.02,-,90.06,-
2025-09-08T14:37:46,40.47,-,74.87,-,1019.28,-,91,-
2025-09-08T14:37:46,40.47,-,74.87,-,1019.28,-,91,-
2025-09-08T14:37:36,40,-,73.89,-,1000,-,91,-
2025-09-08T14:37:36,40,-,73.89,-,1000,-,91,-
2025-09-08T14:37:26,40,-,75,-,1000,-,90.78,-
2025-09-08T13:51:38,40,-,75,-,1010.53,-,90.42,-
2025-09-08T13:51:38,40,-,75,-,1010.53,-,90.42,-
2025-09-08T13:51:28,40,-,74.88,-,1015.03,-,90.17,-
2025-09-08T13:51:28,40,-,74.88,-,1015.03,-,90.17,-
2025-09-08T13:51:18,40.23,-,75,-,1004.78,-,89.91,-
2025-09-08T13:51:18,40.23,-,75,-,1004.78,-,89.91,-
2025-09-08T13:51:08,40.19,-,75,-,1015.82,-,90.22,-
2025-09-08T13:51:08,40.19,-,75,-,1015.82,-,90.22,-
2025-09-08T13:50:58,40,-,74.99,-,1012.55,-,90.26,-
2025-09-08T13:50:58,40,-,74.99,-,1012.55,-,90.26,-
2025-09-08T13:50:48,40,-,74.61,-,1011.5,-,90.6,-
2025-09-08T13:50:48,40,-,74.61,-,1011.5,-,90.6,-
2025-09-08T13:50:38,40,-,75,-,1000,-,90.18,-
2025-09-08T13:50:38,40,-,75,-,1000,-,90.18,-
2025-09-08T13:50:28,40.2,-,75,-,1005.71,-,90.2,-
2025-09-08T13:50:28,40.2,-,75,-,1005.71,-,90.2,-
2025-09-08T13:50:18,40.58,-,74.7,-,1023.54,-,89.86,-
2025-09-08T13:50:18,40.58,-,74.7,-,1023.54,-,89.86,-
2025-09-08T13:50:08,40,-,74.47,-,1014.2,-,90.04,-
2025-09-08T13:50:08,40,-,74.47,-,1014.2,-,90.04,-
2025-09-08T13:49:58,40,-,73.41,-,1000,-,89.77,-
2025-09-08T13:49:58,40,-,73.41,-,1000,-,89.77,-
2025-09-08T13:49:48,40,-,73.61,-,1000,-,89.64,-
2025-09-08T13:49:48,40,-,73.61,-,1000,-,89.64,-
2025-09-08T13:49:38,40.68,-,72.31,-,1000,-,90.03,-
2025-09-08T13:49:38,40.68,-,72.31,-,1000,-,90.03,-
2025-09-08T13:49:28,40.9,-,72.94,-,1000,-,90.4,-
2025-09-08T13:49:28,40.9,-,72.94,-,1000,-,90.4,-
2025-09-08T13:49:18,41,-,72.03,-,1004.49,-,90.76,-
2025-09-08T13:49:18,41,-,72.03,-,1004.49,-,90.76,-
2025-09-08T13:49:08,41,-,72.51,-,1015.15,-,91,-
2025-09-08T13:49:08,41,-,72.51,-,1015.15,-,91,-
2025-09-08T13:48:58,40.85,-,73.9,-,1000.21,-,90.9,-
2025-09-08T13:48:58,40.85,-,73.9,-,1000.21,-,90.9,-
2025-09-08T13:48:48,41,-,74.68,-,1003.99,-,90.64,-
2025-09-08T13:48:48,41,-,74.68,-,1003.99,-,90.64,-
2025-09-08T13:48:38,40.99,-,75,-,1000,-,91,-
2025-09-08T13:48:38,40.99,-,75,-,1000,-,91,-
2025-09-08T13:48:28,40.85,-,75,-,1000.33,-,91,-
2025-09-08T13:48:28,40.85,-,75,-,1000.33,-,91,-
2025-09-08T13:48:18,40.36,-,74.48,-,1014.83,-,90.89,-
2025-09-08T13:48:18,40.36,-,74.48,-,1014.83,-,90.89,-
2025-09-08T13:48:08,40.2,-,75,-,1001.06,-,90.96,-
2025-09-08T13:48:08,40.2,-,75,-,1001.06,-,90.96,-
2025-09-08T13:47:58,40,-,74.95,-,1000,-,90.8,-
2025-09-08T13:47:58,40,-,74.95,-,1000,-,90.8,-
2025-09-08T13:47:48,40,-,74.77,-,1000,-,91,-
2025-09-08T13:47:48,40,-,74.77,-,1000,-,91,-
2025-09-08T13:47:38,40,-,74.42,-,1001.6,-,91,-
2025-09-08T13:47:38,40,-,74.42,-,1001.6,-,91,-
2025-09-08T13:47:28,40.2,-,74.88,-,1000,-,91,-
2025-09-08T13:47:28,40.2,-,74.88,-,1000,-,91,-
2025-09-08T13:47:18,40,-,74.9,-,1000,-,91,-
2025-09-08T13:47:18,40,-,74.9,-,1000,-,91,-
2025-09-08T13:47:08,40,-,75,-,1000,-,91,-
2025-09-08T13:40:01,40,-,74.8,-,1000,-,89.27,-
2025-09-08T13:40:01,40,-,74.8,-,1000,-,89.27,-
2025-09-08T13:39:51,40,-,73.66,-,1012.33,-,89.37,-
2025-09-08T13:39:51,40,-,73.66,-,1012.33,-,89.37,-
2025-09-08T13:39:41,40,-,74.47,-,1000,-,89.65,-
2025-09-08T13:39:41,40,-,74.47,-,1000,-,89.65,-
2025-09-08T13:39:31,40,-,74.69,-,1000,-,89.52,-
2025-09-08T13:39:31,40,-,74.69,-,1000,-,89.52,-
2025-09-08T13:39:21,40,-,75,-,1000,-,89.16,-
