fecha,temperatura,ley_T,humedad,ley_H,iluminancia,ley_I,oxigeno,ley_O
2025-09-10T02:40:14,36.65,-,30.18,-,1039.59,-,77.72,-
2025-09-10T02:40:14,36.65,-,30.18,-,1039.59,-,77.72,-
2025-09-10T02:40:04,36,-,30.85,-,1024.5,-,77.31,-
2025-09-10T02:40:04,36,-,30.85,-,1024.5,-,77.31,-
2025-09-10T02:39:54,36.37,-,31.57,-,1006.94,-,77.2,-
2025-09-10T02:39:54,36.37,-,31.57,-,1006.94,-,77.2,-
2025-09-10T02:39:44,36,-,31.36,-,1012.91,-,76.86,-
2025-09-10T02:39:44,36,-,31.36,-,1012.91,-,76.86,-
2025-09-10T02:39:34,36,-,30,-,1006.21,-,76.78,-
2025-09-10T02:39:34,36,-,30,-,1006.21,-,76.78,-
2025-09-10T02:39:24,36,-,30,-,999.86,-,76.47,-
2025-09-10T02:39:24,36,-,30,-,999.86,-,76.47,-
2025-09-10T02:39:14,36,-,30,-,1007.04,-,76.39,-
2025-09-10T02:39:14,36,-,30,-,1007.04,-,76.39,-
2025-09-10T02:39:04,36.1,-,30.6,-,1024.98,-,76.48,-
2025-09-10T02:39:04,36.1,-,30.6,-,1024.98,-,76.48,-
2025-09-10T02:38:54,36,-,30,-,1033.08,-,76.96,-
2025-09-10T02:38:54,36,-,30,-,1033.08,-,76.96,-
2025-09-10T02:38:44,36.42,-,30,-,1039.62,-,76.88,-
2025-09-10T02:38:44,36.42,-,30,-,1039.62,-,76.88,-
2025-09-10T02:38:34,36.65,-,30.23,-,1052.84,-,76.4,-
2025-09-10T02:38:34,36.65,-,30.23,-,1052.84,-,76.4,-
2025-09-10T02:38:24,36.31,-,30,-,1048.51,-,76.68,-
2025-09-10T02:38:24,36.31,-,30,-,1048.51,-,76.68,-
2025-09-10T02:38:14,36,-,30,-,1037.66,-,76.54,-
2025-09-10T02:38:14,36,-,30,-,1037.66,-,76.54,-
2025-09-10T02:38:04,36.45,-,30.19,-,1036.66,-,76.49,-
2025-09-10T02:38:04,36.45,-,30.19,-,1036.66,-,76.49,-
2025-09-10T02:37:54,36.31,-,30.03,-,1022.48,-,76.94,-
2025-09-10T02:37:54,36.31,-,30.03,-,1022.48,-,76.94,-
2025-09-10T02:37:44,36.54,-,30.18,-,1036.6,-,76.7,-
2025-09-10T02:37:44,36.54,-,30.18,-,1036.6,-,76.7,-
2025-09-10T02:37:34,36,-,30,-,1032.12,-,76.25,-
2025-09-10T02:37:34,36,-,30,-,1032.12,-,76.25,-
2025-09-10T02:37:24,36,-,30.06,-,1038.82,-,76.16,-
